UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ALLONCAM,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4
150941,0,1,0,0,0,0,4,-2,-2,84,0,0,1,0,1,0,1,0,0,0,1,0,4,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,827,1,R,20,A,.,A,.,R,8456,R,20,R,30,1,0,1,0,0,0,0,2,-2,1,305,1,305,1,305
150987,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151102,0,1,1,1,0,0,1,2,0,-2,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,1204,3,A,.,R,6844,A,.,A,.,R,50,R,60,1,1,0,0,0,0,0,2,-2,1,120,1,120,1,120
151111,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,2398,2,A,.,A,.,A,.,R,9618,R,65,R,65,1,1,0,0,0,0,0,2,-2,1,122,2,-2,1,122
151166,1,1,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,0,0,0,0,0,0,2,1,1,2,1,1,2,-2,-2,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151263,0,1,1,0,0,0,4,-2,-2,71,0,0,1,0,1,0,1,0,0,1,1,0,4,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,1934,1,R,19,R,5126,R,5598,A,.,R,25,R,50,1,1,0,0,0,0,0,1,145,1,145,1,145,1,145
151290,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,609,1,R,19,R,8105,R,3880,A,.,R,50,R,25,1,0,1,0,0,0,0,2,-2,1,307,1,307,1,307
151306,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,2665,2,A,.,R,4668,R,4170,A,.,R,40,R,40,1,1,0,0,0,0,0,2,-2,1,145,1,145,1,145
151324,1,1,1,0,0,0,1,2,0,-2,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,3568,1,R,14,R,6242,R,3641,A,.,R,25,R,45,1,1,0,0,0,0,0,1,116,1,123,1,123,1,123
151333,1,1,1,1,1,0,1,2,0,-2,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,-2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,1,A,. ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,35,R,40,1,0,1,0,0,0,0,2,-2,1,374,1,374,1,374
151342,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,396,2,A,.,A,.,A,.,R,8850,R,35,R,40,1,0,1,0,0,0,0,2,-2,1,304,1,304,1,304
151351,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,12872,2,A,.,R,6808,R,3450,A,.,R,65,R,65,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107
151360,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,1,A,. ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,35,R,40,1,0,1,0,0,0,0,2,-2,1,369,2,-2,1,369
151379,1,1,1,1,1,0,1,2,0,-2,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,399,2,A,.,A,.,A,.,R,9724,R,35,R,40,1,0,1,0,0,0,0,2,-2,1,374,1,374,2,-2
151388,1,1,1,1,1,0,1,2,0,-2,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,35,R,40,1,0,1,0,0,0,0,2,-2,1,374,2,-2,1,374
151458,0,1,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,-2,-2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,2,1,R,124,3,A,.,R,5960,A,.,A,.,R,50,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151467,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-2,2,2,-2,-2,-2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,2,1,R,101,3,A,.,R,6820,A,.,A,.,R,50,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151564,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
151607,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
151616,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151652,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,125,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
151661,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,2,2,-2,-2,-2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151777,0,1,0,0,0,0,4,-2,-2,58,1,0,1,0,1,0,1,0,0,0,1,0,4,1,1,1,1,2,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,2,1,R,1040,2,A,.,R,5750,R,4350,A,.,R,0,R,50,1,1,0,0,0,0,0,1,175,1,175,1,175,1,175
151786,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,6 ,2,2,1,R,894,2,A,.,R,5050,R,5156,A,.,R,35,R,35,1,0,1,0,0,0,0,1,356,1,305,1,305,1,305
151801,0,1,1,0,0,0,4,-2,-2,89,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2,1,A,. ,2,2,1,R,2771,1,R,21,R,4156,R,4156,A,.,R,0,R,0,1,0,1,0,0,1,0,1,356,1,305,1,305,1,305
151810,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,25,R,55,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151865,0,1,1,0,0,0,4,-2,-2,69,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,1,2,2,1,-2,-2,-2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,-2,-2,-2,1,1,0,1,1,-2,1,0,2,-2,A,. ,-2,2,1,R,45,3,A,.,R,2979,A,.,A,.,A,.,R,50,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151944,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
151962,0,1,0,0,0,0,3,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,2,2,2,2,-2,-2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,50,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
152044,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,6,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
152080,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,7 ,2,2,1,R,6445,1,R,21,A,.,A,.,R,14890,R,75,R,75,1,1,0,0,0,0,0,1,113,1,102,1,102,1,102
152099,1,1,1,0,1,0,4,-2,-2,105,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,314,1,R,19,R,3200,R,6250,A,.,R,0,R,35,1,1,0,0,0,1,0,2,-2,1,141,1,141,1,141
152150,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
152275,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
152309,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
152318,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,2,1,-2,-2,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,2,2,R,6 ,2,2,1,R,1299,1,R,18,R,8559,R,5502,A,.,R,50,R,0,1,1,0,0,0,0,0,1,175,1,175,1,175,1,175
152327,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
152336,0,1,0,0,0,0,4,-2,-2,30,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,5 ,2,2,1,R,409,1,R,19,A,.,A,.,R,9010,R,0,R,0,1,0,1,0,0,0,0,1,356,1,305,1,305,1,305
152381,0,1,0,0,0,0,4,-2,-2,30,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,345,1,R,19,R,4300,R,6614,A,.,R,0,R,0,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
152390,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2,2,R,11 ,2,2,1,R,1393,1,R,21,R,7500,R,4600,A,.,R,0,R,0,1,1,0,0,0,0,0,2,-2,1,180,2,-2,1,180
152415,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
152451,0,1,1,0,0,0,4,-2,-2,30,0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,2,2,1,-2,-2,-2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,-2,-2,-2,1,0,0,1,0,-2,1,0,2,-2,A,. ,-2,2,1,R,140,1,R,21,A,.,A,.,R,14663,A,.,R,30,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
152497,0,1,-2,0,0,0,4,-2,-2,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,-2,1,1,-2,-2,-2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,25,A,.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
152530,0,1,0,0,0,0,4,-2,-2,42,0,0,1,0,1,0,1,0,0,0,0,0,4,1,1,1,1,1,1,-2,-2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,2,R,6 ,2,2,1,R,1757,1,R,20,R,4860,R,4385,A,.,R,25,R,100,1,0,1,0,0,0,0,1,356,1,305,1,305,1,305
152567,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,1419,1,R,19,R,6220,R,4350,A,.,R,0,R,0,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180
152600,1,1,1,1,0,0,4,-2,-2,67,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,2,1,R,2261,2,A,.,R,7000,R,4400,A,.,B,.,R,30,1,1,0,0,0,0,0,1,129,1,123,1,123,1,123
152628,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
152637,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,1,R,1859,2,A,.,A,.,A,.,R,9702,R,20,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
152673,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,2,2,-2,-2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,2,1,R,924,1,R,19,R,5250,R,4600,A,.,R,50,A,.,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189
152798,0,1,0,0,0,0,3,-2,-2,-2,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,50,R,50,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
