UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ALLONCAM,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4
102049,1,1,1,1,0,0,4,-2,-2,54,0,1,0,0,1,1,1,1,0,1,1,0,4,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,2375,2,A,.,R,5416,R,4864,A,.,R,40,R,35,1,1,0,0,0,0,0,1,131,1,131,1,131,1,131
102058,0,1,0,0,0,0,4,-2,-2,54,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,A,. ,2,2,1,R,68,1,R,21,R,3000,R,3000,A,.,R,20,R,20,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
102067,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
102076,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,1,1,R,89,1,R,10,R,2150,R,1037,A,.,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
102094,1,1,1,1,0,0,1,2,0,-2,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,5 ,2,1,1,R,3378,2,A,.,R,3980,R,3510,A,.,R,35,R,35,1,1,0,0,0,0,0,1,134,1,134,1,134,1,134
102234,0,1,1,0,0,0,4,-2,-2,30,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,-2,-2,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,7 ,2,2,1,R,1157,2,A,.,R,6900,R,6170,A,.,R,25,R,25,1,0,1,0,0,0,0,2,-2,1,334,1,334,1,334
102270,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,2,1,R,428,1,R,19,R,3404,R,3990,A,.,R,15,A,.,1,0,1,0,0,0,0,2,-2,1,334,1,334,2,-2
102298,0,1,0,0,0,0,4,-2,-2,76,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,2,1,R,665,1,R,19,A,.,A,.,R,6704,R,25,A,.,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337
102313,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
102368,1,1,1,0,1,0,1,2,0,-2,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,2255,1,R,14,R,3200,R,3488,A,.,R,30,R,50,1,1,0,0,0,0,0,1,134,1,134,1,134,1,134
102377,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,2,1,A,. ,2,2,1,R,1850,2,A,.,R,4450,R,5200,A,.,R,25,R,35,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161
102395,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,1,5,1,2,1,1,2,1,-2,-2,-2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,50,R,50,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
102429,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,1,R,30,3,A,.,R,1300,A,.,A,.,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
102553,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,733,2,A,.,R,7212,R,4750,A,.,R,50,R,75,1,1,0,0,0,0,0,2,-2,1,213,2,-2,1,213
102580,0,1,0,0,0,0,4,-2,-2,88,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,2,1,R,18,1,R,10,A,.,A,.,R,5700,R,35,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
102614,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,1754,2,A,.,R,4140,R,4590,A,.,R,50,R,75,1,1,0,0,0,0,0,2,-2,1,213,2,-2,1,213
102632,1,1,1,1,1,1,1,2,0,-2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,1,1,R,377,2,A,.,R,5200,R,4000,A,.,R,50,R,60,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
102669,0,1,0,0,0,0,4,-2,-2,71,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,-2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,155,1,R,19,A,.,A,.,R,7210,R,25,R,25,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
102711,1,0,-2,0,1,0,1,2,0,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,1,R,164,1,R,19,A,.,A,.,C,9707,R,35,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
102845,1,1,0,0,0,0,2,-2,-2,-2,0,1,1,1,1,0,1,0,0,0,0,0,5,1,1,1,2,2,2,-2,-2,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,R,0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
103501,1,0,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,7,1,1,-2,2,2,-2,-2,-2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,25,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
103529,1,1,1,1,1,1,1,2,0,-2,1,1,1,1,1,1,1,1,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,. ,-2,-2,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
103741,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,125,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
103778,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,1,2,2,1,-2,-2,-2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,-2,-2,-2,1,0,0,1,0,-2,1,0,2,-2,A,. ,-2,2,1,R,292,2,A,.,R,3270,R,1390,A,.,A,.,R,70,1,1,0,0,0,0,0,1,127,1,127,1,127,1,127
103811,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
103893,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,2,2,-2,-2,-2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
103909,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,1,1,-2,-2,-2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
103927,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,2,2,-2,-2,-2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
103945,1,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,5,1,1,2,2,2,2,-2,-2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
103954,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
103963,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
104090,1,1,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,1,0,0,0,0,0,7,1,1,1,1,1,1,-2,-2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,B,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
104151,0,1,1,0,0,0,1,2,0,-2,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,1,1,R,11183,2,A,.,R,7337,R,4872,A,.,R,50,R,70,1,1,0,0,0,0,0,1,127,1,127,1,127,1,127
104160,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,1,R,312,2,A,.,R,2240,R,4330,A,.,R,0,A,.,1,0,0,1,0,0,1,2,-2,2,-2,2,-2,2,-2
104179,1,1,1,0,0,0,1,2,0,-2,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,24,2,A,.,R,7700,R,4600,A,.,R,50,R,75,1,1,0,0,0,0,0,1,127,1,127,1,127,1,127
104188,0,1,0,0,0,0,2,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,2,-2,-2,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,25,R,25,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
104346,1,1,-2,1,1,0,1,9,2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,-2,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,4 ,2,1,1,R,300,1,R,19,R,3200,R,3800,A,.,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
104364,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
104391,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
104425,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,1,R,184,1,R,18,A,.,A,.,R,6904,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
104434,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,125,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
104443,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,125,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
104504,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,25,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
104568,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,50,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
104577,1,1,-2,1,1,0,1,2,5,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,1,R,420,1,R,19,A,.,A,.,R,6595,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
104586,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,-2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2,2,R,4 ,2,2,1,R,1200,2,A,.,R,5860,R,4608,A,.,R,50,R,50,1,1,1,0,0,0,0,2,-2,1,301,2,-2,1,301
104665,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,1,2,2,2,-2,-2,-2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,-2,-2,-2,0,0,1,0,0,-2,0,1,2,-2,A,. ,-2,2,1,R,30,2,A,.,A,.,A,.,R,7500,A,.,R,50,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
104708,1,1,-2,1,1,0,1,2,5,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,-2,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
104717,0,1,0,0,0,0,2,-2,-2,-2,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,11219,2,A,.,R,5000,R,4000,A,.,R,0,R,0,1,1,0,0,0,0,0,2,-2,1,137,1,137,1,137
